Seed,Match outcome,Winner,Loser,Winner score,Loser score,Game points,Deck closed,Closer,Closure points,CockyBot marriages,CockyBot trump exchanges,CockyBot won after closing,Trumps when closing,Non-trumps when closing,Tricks won after closing,RandBot RNG Seed
458,CockyBot beat RandBot,CockyBot,RandBot,71,20,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20458
459,CockyBot beat RandBot,CockyBot,RandBot,68,52,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20459
460,CockyBot beat RandBot,CockyBot,RandBot,73,22,2,True,RandBot,22,0,0,False,N/A,N/A,N/A,20460
461,RandBot beat CockyBot,RandBot,CockyBot,66,54,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20461
462,CockyBot beat RandBot,CockyBot,RandBot,76,17,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20462
463,CockyBot beat RandBot,CockyBot,RandBot,76,39,2,True,RandBot,18,0,0,False,N/A,N/A,N/A,20463
464,RandBot beat CockyBot,RandBot,CockyBot,71,56,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20464
465,RandBot beat CockyBot,RandBot,CockyBot,74,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20465
466,CockyBot beat RandBot,CockyBot,RandBot,79,41,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20466
467,CockyBot beat RandBot,CockyBot,RandBot,71,7,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20467
468,RandBot beat CockyBot,RandBot,CockyBot,77,43,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20468
469,CockyBot beat RandBot,CockyBot,RandBot,80,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20469
470,CockyBot beat RandBot,CockyBot,RandBot,67,6,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20470
471,CockyBot beat RandBot,CockyBot,RandBot,73,39,2,True,RandBot,25,1,0,False,N/A,N/A,N/A,20471
472,CockyBot beat RandBot,CockyBot,RandBot,99,21,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20472
473,CockyBot beat RandBot,CockyBot,RandBot,75,24,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20473
474,CockyBot beat RandBot,CockyBot,RandBot,55,37,2,True,RandBot,16,0,0,False,N/A,N/A,N/A,20474
475,RandBot beat CockyBot,RandBot,CockyBot,64,35,2,True,RandBot,18,0,0,False,N/A,N/A,N/A,20475
476,CockyBot beat RandBot,CockyBot,RandBot,72,28,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20476
477,RandBot beat CockyBot,RandBot,CockyBot,67,38,1,True,RandBot,12,1,0,False,N/A,N/A,N/A,20477
478,CockyBot beat RandBot,CockyBot,RandBot,83,40,3,True,RandBot,27,2,0,False,N/A,N/A,N/A,20478
479,CockyBot beat RandBot,CockyBot,RandBot,67,6,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20479
480,RandBot beat CockyBot,RandBot,CockyBot,77,43,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20480
481,CockyBot beat RandBot,CockyBot,RandBot,66,32,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20481
482,CockyBot beat RandBot,CockyBot,RandBot,73,0,3,False,None,N/A,2,1,False,N/A,N/A,N/A,20482
483,RandBot beat CockyBot,RandBot,CockyBot,69,27,2,True,RandBot,27,0,1,False,N/A,N/A,N/A,20483
484,CockyBot beat RandBot,CockyBot,RandBot,95,15,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20484
485,CockyBot beat RandBot,CockyBot,RandBot,81,14,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20485
486,CockyBot beat RandBot,CockyBot,RandBot,77,28,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20486
487,RandBot beat CockyBot,RandBot,CockyBot,66,0,3,True,RandBot,27,0,0,False,N/A,N/A,N/A,20487
488,CockyBot beat RandBot,CockyBot,RandBot,80,5,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20488
489,CockyBot beat RandBot,CockyBot,RandBot,61,59,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20489
490,RandBot beat CockyBot,RandBot,CockyBot,81,39,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20490
491,CockyBot beat RandBot,CockyBot,RandBot,68,26,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20491
492,CockyBot beat RandBot,CockyBot,RandBot,67,21,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20492
493,CockyBot beat RandBot,CockyBot,RandBot,54,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20493
494,RandBot beat CockyBot,RandBot,CockyBot,66,26,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20494
495,CockyBot beat RandBot,CockyBot,RandBot,67,26,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20495
496,RandBot beat CockyBot,RandBot,CockyBot,76,25,2,True,RandBot,33,0,0,False,N/A,N/A,N/A,20496
497,CockyBot beat RandBot,CockyBot,RandBot,85,21,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20497
498,RandBot beat CockyBot,RandBot,CockyBot,55,65,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20498
499,CockyBot beat RandBot,CockyBot,RandBot,81,32,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20499
500,CockyBot beat RandBot,CockyBot,RandBot,52,19,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20500
501,RandBot beat CockyBot,RandBot,CockyBot,67,53,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20501
502,CockyBot beat RandBot,CockyBot,RandBot,68,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20502
503,CockyBot beat RandBot,CockyBot,RandBot,86,12,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20503
504,CockyBot beat RandBot,CockyBot,RandBot,66,55,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20504
505,RandBot beat CockyBot,RandBot,CockyBot,53,5,3,True,RandBot,12,0,0,False,N/A,N/A,N/A,20505
506,CockyBot beat RandBot,CockyBot,RandBot,72,35,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20506
507,CockyBot beat RandBot,CockyBot,RandBot,41,21,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20507
508,CockyBot beat RandBot,CockyBot,RandBot,73,7,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20508
509,CockyBot beat RandBot,CockyBot,RandBot,73,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20509
510,CockyBot beat RandBot,CockyBot,RandBot,110,14,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20510
511,RandBot beat CockyBot,RandBot,CockyBot,68,0,3,True,RandBot,33,0,0,False,N/A,N/A,N/A,20511
512,CockyBot beat RandBot,CockyBot,RandBot,76,17,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20512
513,RandBot beat CockyBot,RandBot,CockyBot,41,34,3,True,RandBot,7,0,0,False,N/A,N/A,N/A,20513
514,CockyBot beat RandBot,CockyBot,RandBot,73,15,2,True,RandBot,15,1,0,False,N/A,N/A,N/A,20514
515,CockyBot beat RandBot,CockyBot,RandBot,66,25,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20515
516,CockyBot beat RandBot,CockyBot,RandBot,75,25,2,True,RandBot,25,1,0,False,N/A,N/A,N/A,20516
517,CockyBot beat RandBot,CockyBot,RandBot,63,57,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20517
518,CockyBot beat RandBot,CockyBot,RandBot,68,47,2,True,RandBot,34,2,0,False,N/A,N/A,N/A,20518
519,RandBot beat CockyBot,RandBot,CockyBot,74,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20519
520,CockyBot beat RandBot,CockyBot,RandBot,72,36,2,True,RandBot,22,1,0,False,N/A,N/A,N/A,20520
521,CockyBot beat RandBot,CockyBot,RandBot,72,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20521
522,CockyBot beat RandBot,CockyBot,RandBot,66,34,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20522
523,CockyBot beat RandBot,CockyBot,RandBot,75,46,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20523
524,CockyBot beat RandBot,CockyBot,RandBot,108,25,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20524
525,CockyBot beat RandBot,CockyBot,RandBot,82,30,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20525
526,RandBot beat CockyBot,RandBot,CockyBot,46,60,2,True,RandBot,21,0,0,False,N/A,N/A,N/A,20526
527,RandBot beat CockyBot,RandBot,CockyBot,74,60,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20527
528,RandBot beat CockyBot,RandBot,CockyBot,26,47,3,True,RandBot,13,0,0,False,N/A,N/A,N/A,20528
529,CockyBot beat RandBot,CockyBot,RandBot,86,0,3,False,None,N/A,2,1,False,N/A,N/A,N/A,20529
530,CockyBot beat RandBot,CockyBot,RandBot,74,22,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20530
531,CockyBot beat RandBot,CockyBot,RandBot,70,8,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20531
532,CockyBot beat RandBot,CockyBot,RandBot,67,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20532
533,CockyBot beat RandBot,CockyBot,RandBot,73,27,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20533
534,CockyBot beat RandBot,CockyBot,RandBot,73,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20534
535,RandBot beat CockyBot,RandBot,CockyBot,80,31,2,True,RandBot,26,1,0,False,N/A,N/A,N/A,20535
536,RandBot beat CockyBot,RandBot,CockyBot,60,14,3,True,RandBot,5,0,0,False,N/A,N/A,N/A,20536
537,CockyBot beat RandBot,CockyBot,RandBot,59,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20537
538,CockyBot beat RandBot,CockyBot,RandBot,72,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20538
539,CockyBot beat RandBot,CockyBot,RandBot,0,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20539
540,CockyBot beat RandBot,CockyBot,RandBot,72,34,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20540
541,CockyBot beat RandBot,CockyBot,RandBot,63,15,3,True,RandBot,0,1,0,False,N/A,N/A,N/A,20541
542,CockyBot beat RandBot,CockyBot,RandBot,75,39,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20542
543,RandBot beat CockyBot,RandBot,CockyBot,84,56,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20543
544,CockyBot beat RandBot,CockyBot,RandBot,73,20,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20544
545,CockyBot beat RandBot,CockyBot,RandBot,67,6,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20545
546,CockyBot beat RandBot,CockyBot,RandBot,68,46,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20546
547,CockyBot beat RandBot,CockyBot,RandBot,35,54,3,True,RandBot,21,0,0,False,N/A,N/A,N/A,20547
548,CockyBot beat RandBot,CockyBot,RandBot,74,14,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20548
549,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20549
550,CockyBot beat RandBot,CockyBot,RandBot,72,6,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20550
551,CockyBot beat RandBot,CockyBot,RandBot,61,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20551
552,RandBot beat CockyBot,RandBot,CockyBot,74,47,3,True,RandBot,24,1,0,False,N/A,N/A,N/A,20552
553,RandBot beat CockyBot,RandBot,CockyBot,38,42,2,True,RandBot,12,0,0,False,N/A,N/A,N/A,20553
554,CockyBot beat RandBot,CockyBot,RandBot,88,14,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20554
555,CockyBot beat RandBot,CockyBot,RandBot,68,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20555
556,CockyBot beat RandBot,CockyBot,RandBot,60,28,2,True,RandBot,14,0,0,False,N/A,N/A,N/A,20556
557,RandBot beat CockyBot,RandBot,CockyBot,68,32,2,True,RandBot,5,0,0,False,N/A,N/A,N/A,20557
558,RandBot beat CockyBot,RandBot,CockyBot,69,30,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20558
559,RandBot beat CockyBot,RandBot,CockyBot,63,57,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20559
560,CockyBot beat RandBot,CockyBot,RandBot,86,7,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20560
561,CockyBot beat RandBot,CockyBot,RandBot,20,27,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20561
562,CockyBot beat RandBot,CockyBot,RandBot,86,26,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20562
563,CockyBot beat RandBot,CockyBot,RandBot,67,7,2,True,RandBot,7,0,0,False,N/A,N/A,N/A,20563
564,CockyBot beat RandBot,CockyBot,RandBot,71,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20564
565,CockyBot beat RandBot,CockyBot,RandBot,75,29,2,True,RandBot,8,1,0,False,N/A,N/A,N/A,20565
566,RandBot beat CockyBot,RandBot,CockyBot,74,18,2,True,RandBot,12,0,0,False,N/A,N/A,N/A,20566
567,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20567
568,CockyBot beat RandBot,CockyBot,RandBot,68,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20568
569,CockyBot beat RandBot,CockyBot,RandBot,80,40,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20569
570,CockyBot beat RandBot,CockyBot,RandBot,69,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20570
571,CockyBot beat RandBot,CockyBot,RandBot,79,20,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20571
572,CockyBot beat RandBot,CockyBot,RandBot,71,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20572
573,CockyBot beat RandBot,CockyBot,RandBot,65,55,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20573
574,CockyBot beat RandBot,CockyBot,RandBot,72,14,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20574
575,CockyBot beat RandBot,CockyBot,RandBot,75,5,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20575
576,CockyBot beat RandBot,CockyBot,RandBot,73,20,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20576
577,CockyBot beat RandBot,CockyBot,RandBot,68,6,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20577
578,CockyBot beat RandBot,CockyBot,RandBot,47,60,3,True,RandBot,40,0,0,False,N/A,N/A,N/A,20578
579,CockyBot beat RandBot,CockyBot,RandBot,70,13,2,True,RandBot,13,0,0,False,N/A,N/A,N/A,20579
580,CockyBot beat RandBot,CockyBot,RandBot,86,14,2,False,None,N/A,2,1,False,N/A,N/A,N/A,20580
581,CockyBot beat RandBot,CockyBot,RandBot,72,19,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20581
582,CockyBot beat RandBot,CockyBot,RandBot,71,15,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20582
583,CockyBot beat RandBot,CockyBot,RandBot,71,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20583
584,CockyBot beat RandBot,CockyBot,RandBot,74,11,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20584
585,CockyBot beat RandBot,CockyBot,RandBot,59,13,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20585
586,CockyBot beat RandBot,CockyBot,RandBot,80,34,1,False,None,N/A,1,1,False,N/A,N/A,N/A,20586
587,CockyBot beat RandBot,CockyBot,RandBot,70,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20587
588,CockyBot beat RandBot,CockyBot,RandBot,67,20,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20588
589,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20589
590,CockyBot beat RandBot,CockyBot,RandBot,66,18,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20590
591,CockyBot beat RandBot,CockyBot,RandBot,74,19,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20591
592,CockyBot beat RandBot,CockyBot,RandBot,82,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20592
593,CockyBot beat RandBot,CockyBot,RandBot,106,15,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20593
594,CockyBot beat RandBot,CockyBot,RandBot,75,31,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20594
595,CockyBot beat RandBot,CockyBot,RandBot,82,12,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20595
596,CockyBot beat RandBot,CockyBot,RandBot,79,26,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20596
597,CockyBot beat RandBot,CockyBot,RandBot,71,30,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20597
598,CockyBot beat RandBot,CockyBot,RandBot,74,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20598
599,CockyBot beat RandBot,CockyBot,RandBot,68,40,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20599
600,CockyBot beat RandBot,CockyBot,RandBot,72,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20600
601,RandBot beat CockyBot,RandBot,CockyBot,73,26,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20601
602,CockyBot beat RandBot,CockyBot,RandBot,73,21,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20602
603,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20603
604,CockyBot beat RandBot,CockyBot,RandBot,78,14,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20604
605,CockyBot beat RandBot,CockyBot,RandBot,79,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20605
606,RandBot beat CockyBot,RandBot,CockyBot,64,56,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20606
607,CockyBot beat RandBot,CockyBot,RandBot,67,5,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20607
608,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20608
609,CockyBot beat RandBot,CockyBot,RandBot,0,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20609
610,CockyBot beat RandBot,CockyBot,RandBot,68,22,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20610
611,RandBot beat CockyBot,RandBot,CockyBot,39,15,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20611
612,CockyBot beat RandBot,CockyBot,RandBot,71,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20612
613,CockyBot beat RandBot,CockyBot,RandBot,59,40,2,True,RandBot,19,0,0,False,N/A,N/A,N/A,20613
614,CockyBot beat RandBot,CockyBot,RandBot,66,7,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20614
615,CockyBot beat RandBot,CockyBot,RandBot,68,26,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20615
616,CockyBot beat RandBot,CockyBot,RandBot,87,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20616
617,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20617
618,CockyBot beat RandBot,CockyBot,RandBot,69,51,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20618
619,RandBot beat CockyBot,RandBot,CockyBot,61,28,2,True,RandBot,13,0,0,False,N/A,N/A,N/A,20619
620,CockyBot beat RandBot,CockyBot,RandBot,74,52,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20620
621,CockyBot beat RandBot,CockyBot,RandBot,39,21,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20621
622,CockyBot beat RandBot,CockyBot,RandBot,79,14,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20622
623,CockyBot beat RandBot,CockyBot,RandBot,70,15,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20623
624,CockyBot beat RandBot,CockyBot,RandBot,68,39,2,True,RandBot,12,1,0,False,N/A,N/A,N/A,20624
625,CockyBot beat RandBot,CockyBot,RandBot,75,65,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20625
626,CockyBot beat RandBot,CockyBot,RandBot,75,13,2,True,RandBot,13,0,0,False,N/A,N/A,N/A,20626
627,CockyBot beat RandBot,CockyBot,RandBot,75,45,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20627
628,CockyBot beat RandBot,CockyBot,RandBot,74,33,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20628
629,RandBot beat CockyBot,RandBot,CockyBot,43,28,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20629
630,CockyBot beat RandBot,CockyBot,RandBot,83,17,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20630
631,CockyBot beat RandBot,CockyBot,RandBot,67,12,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20631
632,CockyBot beat RandBot,CockyBot,RandBot,80,7,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20632
633,RandBot beat CockyBot,RandBot,CockyBot,75,24,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20633
634,CockyBot beat RandBot,CockyBot,RandBot,79,21,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20634
635,CockyBot beat RandBot,CockyBot,RandBot,74,39,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20635
636,CockyBot beat RandBot,CockyBot,RandBot,67,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20636
637,RandBot beat CockyBot,RandBot,CockyBot,60,60,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20637
638,CockyBot beat RandBot,CockyBot,RandBot,72,27,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20638
639,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20639
640,RandBot beat CockyBot,RandBot,CockyBot,82,38,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20640
641,CockyBot beat RandBot,CockyBot,RandBot,97,25,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20641
642,CockyBot beat RandBot,CockyBot,RandBot,66,15,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20642
643,CockyBot beat RandBot,CockyBot,RandBot,67,34,2,True,RandBot,21,0,0,False,N/A,N/A,N/A,20643
644,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20644
645,CockyBot beat RandBot,CockyBot,RandBot,72,7,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20645
646,CockyBot beat RandBot,CockyBot,RandBot,96,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20646
647,RandBot beat CockyBot,RandBot,CockyBot,52,40,3,True,RandBot,19,0,0,False,N/A,N/A,N/A,20647
648,RandBot beat CockyBot,RandBot,CockyBot,68,0,3,True,RandBot,40,1,0,False,N/A,N/A,N/A,20648
649,CockyBot beat RandBot,CockyBot,RandBot,60,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20649
650,CockyBot beat RandBot,CockyBot,RandBot,94,35,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20650
651,CockyBot beat RandBot,CockyBot,RandBot,65,55,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20651
652,RandBot beat CockyBot,RandBot,CockyBot,67,53,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20652
653,RandBot beat CockyBot,RandBot,CockyBot,79,12,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20653
654,RandBot beat CockyBot,RandBot,CockyBot,60,60,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20654
655,CockyBot beat RandBot,CockyBot,RandBot,85,28,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20655
656,CockyBot beat RandBot,CockyBot,RandBot,66,12,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20656
657,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20657
658,RandBot beat CockyBot,RandBot,CockyBot,66,54,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20658
659,RandBot beat CockyBot,RandBot,CockyBot,66,47,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20659
660,RandBot beat CockyBot,RandBot,CockyBot,61,22,3,True,RandBot,12,0,0,False,N/A,N/A,N/A,20660
661,CockyBot beat RandBot,CockyBot,RandBot,26,34,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20661
662,CockyBot beat RandBot,CockyBot,RandBot,74,34,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20662
663,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20663
664,CockyBot beat RandBot,CockyBot,RandBot,72,15,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20664
665,RandBot beat CockyBot,RandBot,CockyBot,39,12,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20665
666,CockyBot beat RandBot,CockyBot,RandBot,72,20,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20666
667,CockyBot beat RandBot,CockyBot,RandBot,74,11,2,True,RandBot,11,1,0,False,N/A,N/A,N/A,20667
668,CockyBot beat RandBot,CockyBot,RandBot,72,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20668
669,CockyBot beat RandBot,CockyBot,RandBot,70,7,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20669
670,RandBot beat CockyBot,RandBot,CockyBot,69,51,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20670
671,CockyBot beat RandBot,CockyBot,RandBot,74,0,3,False,None,N/A,2,0,False,N/A,N/A,N/A,20671
672,CockyBot beat RandBot,CockyBot,RandBot,99,0,3,False,None,N/A,2,0,False,N/A,N/A,N/A,20672
673,CockyBot beat RandBot,CockyBot,RandBot,66,14,2,True,RandBot,14,1,1,False,N/A,N/A,N/A,20673
674,CockyBot beat RandBot,CockyBot,RandBot,82,17,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20674
675,RandBot beat CockyBot,RandBot,CockyBot,19,47,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20675
676,RandBot beat CockyBot,RandBot,CockyBot,67,35,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20676
677,CockyBot beat RandBot,CockyBot,RandBot,79,26,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20677
678,CockyBot beat RandBot,CockyBot,RandBot,75,13,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20678
679,CockyBot beat RandBot,CockyBot,RandBot,105,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20679
680,CockyBot beat RandBot,CockyBot,RandBot,79,6,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20680
681,CockyBot beat RandBot,CockyBot,RandBot,86,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20681
682,CockyBot beat RandBot,CockyBot,RandBot,67,19,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20682
683,CockyBot beat RandBot,CockyBot,RandBot,80,6,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20683
684,CockyBot beat RandBot,CockyBot,RandBot,39,46,3,True,RandBot,7,1,0,False,N/A,N/A,N/A,20684
685,CockyBot beat RandBot,CockyBot,RandBot,67,38,2,True,RandBot,24,0,0,False,N/A,N/A,N/A,20685
686,CockyBot beat RandBot,CockyBot,RandBot,73,25,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20686
687,CockyBot beat RandBot,CockyBot,RandBot,72,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20687
